COUNTRY,SPECIES (COMMON NAME),SPECIES (SCIENTIFIC NAME),YEAR OR SEASON,AREA OR STOCK,CATCH TOTAL,QUOTA (IF APPLICABLE)

# Data sourced from NAMMCO Marine Mammal Catch Database.
# No catch records found for Balaenoptera musculus (Blue Whale)
